seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
866	Nov 1905	20160127183425_00006	1905	3177487	ROSE O' THE RIVER.	The Bookman	Wiggin, Kate Douglas Smith	1905.0	Rose o' the river	2.5747379999278737							
867	Apr 1841	20160127192713_00002	1841	4441770	The Moneyed Man.	Tait's Edinburgh magazine	Smith, Horace	1843.0	The moneyed man	2.568849557522124							
868	Feb 16, 1901	20160127192715_00011	1901	8882760	The Heart of the Ancient Wood.	The Athenaeum	Roberts, Charles George Douglas, Sir	1902.0	The heart of the ancient wood	2.8981230041634665							
869	Sep 1872	20160127182915_00001	1872	2715943	The Maid of Sker.	The Illustrated review : a fortnightly journal of literature, science and art	Blackmore, R. D. (Richard Dooddridge)	1872.0	The maid of Sker	2.5388888888888888							
870	Aug 4, 1821	20160127230351_00004	1821	5071198	Fidelia; or, the Prevalence of Fashion.	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822											
871	Jul 2, 1836	20160127192053_00005	1836	8929700	The Life and Adventures of Jonathan Jefferson Whitlaw: or Scenes on the Mississippi.	The Athenaeum	Trollope, Frances Milton	1836.0	The life and adventures of Jonathan Jefferson Whitlaw; or, Scenes on the Mississippi	3.2076957201867384							
872	Mar 27, 1847	20160127191439_00002	1847	9121762	Tancred; or, the New Crusade.	The Athenaeum	Earl of Beaconsfield, Disraeli, Benjamin	1847.0	Tancred, or, The new crusade	2.6692811594202897							
873	Jul 21, 1849	20160127191542_00003	1849	9013866	Kaloolah, or, Journeyings to the Djebel Kumri. An Autobiography of Jonathan Romer.	The Athenaeum	Mayo, William Starbuck	1849.0	Kaloolah, or, Journeyings to the Djébel Kumri : an autobiography of Jonathan Romer	3.571904761904762							
874	Sep 22, 1906	20160127192200_00007	1906	9035520	The Brangwyn Mystery.	The Athenaeum											
875	Mar 2, 1844	20160128012409_00011	1844	8377151	The Prairie-Bird.	Examiner	Murray, Charles Augustus, Sir	1844.0	The prairie-bird	2.35							
876	Jun 1872	20160127183934_00012	1872	2719473	Bede's Charity.	The Illustrated review : a fortnightly journal of literature, science and art	Stretton, Hesba	1872.0	Bede's charity	2.7461904761904763							
877	Mar 26, 1864	20160128003632_00009	1864	8900587	Travels and Adventures of an Officer's Wife in India, China, and New Zealand.	Examiner	Carpenter, William W	1851.0	Travels and adventures in Mexico	2.1227363363363363							
878	Jan 23, 1864	20160127191542_00003	1864	4364219	SIR GOODWIN'S FOLLY.	The London review of politics, society, literature, art, and science	Locker, Arthur	1864.0	Sir Goodwin's folly	2.881481136469493							
879	Jul 24, 1886	20160127190003_00001	1886	8761701	Selections from the Letters, Despatches, and other State Papers preserved in the Bombay Secretariat.-Maratha Series. Vol. I.	The Athenaeum	Jewsbury, Geraldine Endsor	1892.0	Selections from the letters of Geraldine Endsor Jewsbury to Jane Welsh Carlyle	2.614705525388566							
880	May 28, 1887	20160127192159_00016	1887	8758374	From the Forecastle to the Cabin.	The Athenaeum	Samuels, Samuel	1887.0	From the forecastle to the cabin	3.138154604016673							
881	Apr 16, 1831	20160127191440_00012	1831	8675944	The Life of Napoleon Buonaparte.	The Athenaeum	Scott, Walter, Sir	1839.0	The life of Napoleon	2.1282795576762856							
882	Jun 1894	20160127184845_00001	1894	3173823	CRITICISMS ON CONTEMPORARY THOUGHT AND THINKERS.	The Bookman											
883	Aug 1800	20160127224227_00003	1800	4568352	Frederic Latimer; or, the History of a Young Man of Fashion.	The Critical review, or, Annals of literature		1799.0	Frederic Latimer; or, The history of a young man of fashion	3.440134158926728							
884	Nov 16, 1850	20160128002201_00008	1850	8436008	illa Verocchio; or the Youth of Leonardo da Vinci.	Examiner	Macdonald, Diana Louisa	1850.0	Villa Verocchio; or, The youth of Leonardo da Vinci. A tale	3.4675494252873564							
885	May 1900	20160127183425_00006	1900	3175893	THE UNCHANGING EAST.	The Bookman	Barr, Robert	1900.0	The unchanging East	2.820574712643678							
886	Jul 1859	20160127233039_00003	1859	6177608	Seven Years in Central America, Northern Mexico, and the Far West of the United States;	The New quarterly review and digest of current literature, British, American, French, and German											
887	Dec 1813	20160127192713_00002	1813	4428562	THE LIFE OF PILL GARLICK; Rather a Whimsical Sort of Fellow.	New review : or Monthly analysis of general literature	Temple, Edmond	1813.0	The life of Pill Garlick;	3.4482594417077173							
888	Mar 1869	20160127190618_00013	1869	2465849	"ON ""THE RING AND THE BOOK."""	Fortnightly review, May 1865-June 1934											
889	Aug 1872	20160127191233_00010	1872	6643902	Erewhon; or, Over the Range.	The Academy, 1869-1902, 0269-333X	Butler, Samuel	1872.0	Erewhon, or, Over the range	2.7084115942028983							
890	Jul 22, 1848	20160127192053_00005	1848	9155991	Supplemental Notes to the View of the State of Europe during the Middle Ages.	The Athenaeum	Fiske, N. W. (Nathan Welby)	1852.0	Supplemental plates to the Manual of classical literature	2.162733333333333							
891	Mar 21, 1885	20160127191335_00001	1885	8747037	Wyllard's Weird.	The Athenaeum	Braddon, M. E. (Mary Elizabeth)	1880.0	Wyllard's weird	2.4111494252873564							
892	Feb 1, 1853	20160127230250_00003	1853	4999840	VOYAGES AND TRAVELS.	The Critic		1838.0	Voyages and travels	2.481742424242424							
893	Jul 30, 1887	20160127191542_00003	1887	8915493	The Story of Little Nell.	The Athenaeum	Dickens, Charles	1897.0	The story of Little Nell, from Old Curiosity shop	2.457763733189061							
894	Jan 11, 1879	20160128003428_00007	1879	8593185	AULD LANG SYNE.	Examiner	Russell, William Clark	1878.0	Auld lang syne : a novel	2.3574528021406267							
895	Jan 1836	20160127231107_00001	1836	5809609	Gilbert Gurney.	The Metropolitan magazine,  1833-1840	Hook, Theodore Edward	1836.0	Gilbert Gurney	2.485909090909091							
896	Jan 13, 1883	20160127192611_00010	1883	8863755	Eli's Children.	The Athenaeum	Fenn, George Manville	1882.0	Eli's children	2.443202614379085							
897	Jul 1, 1829	20160127191335_00001	1829	8615590	Forest Scenes and Incidents in the Wilds of North America, by George Head, Esq.	The Atheneaum and literary chronicle, Aug. 6, 1828-Dec. 30 1829	Head, George, Sir	1829.0	Forest scenes and incidents in the wilds of North America	3.2419372294372293							
898	Jun 12, 1875	20160127191337_00011	1875	6649418	A Passionate Pilgrim and other Tales.	The Academy, 1869-1902, 0269-333X	James, Henry	1875.0	A passionate pilgrim, and other tales	2.9995197096205866							
899	Mar 6, 1880	20160128002159_00007	1880	8536222	A Sylvan Queen.	Examiner	Queen	1880.0	A Sylvan queen	2.421866151866152							
900	Feb 1810	20160127230759_00009	1810	5305087	VOYAGES AND TRAVELS.	Le Beau monde and monthly register		1838.0	Voyages and travels	2.361414141414141							
901	Sep 1808	20160127231005_00012	1808	4958284	A Father's Advice to his Son at School.	Cabinet, or, monthly report of polite literature, 1807-1808	Bouilly, Jean Nicolas	1813.0	A father's advice to his daughter; or, Instructive narratives from real life	2.9794444444444443							
902	Mar 31, 1866	20160127192508_00001	1866	4373613	LIFE AND LETTERS OF THE REV. F. W. ROBERTSON.	The London review of politics, society, literature, art, and science	Sedgwick, Catharine Maria	1872.0	Life and letters of Catherine M. Sedgwick	2.1675465016514184							
903	Nov 9, 1850	20160128003530_00008	1850	8515505	Personal Adventures during the late War of Independence in Hungary.	Examiner	Ryan, William Redmond	1852.0	Personal adventures in Upper and Lower California	2.1790440055121727							
904	Nov 20, 1841	20160128003123_00004	1841	8624543	The Gift: a Christmas and New Year's Present for 1842.	Examiner		1850.0	The violet; a Christmas and New Year's gift	2.139312697281336							
905	Nov 1814	20160127191545_00013	1814	8160620	53. Eighteen Hundred and Thirteen: a Poem, in Two Parts.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Agg, John	1816.0	Eighteen hundred and fifteen; a satirical novel	2.2789333333333333							
906	Dec 1871	20160127190413_00011	1871	2722129	Fairy Tales.	The Illustrated review : a fortnightly journal of literature, science and art	Skimble Skamble	1869.0	Fairy tales	2.1604391454466985							
907	Jan 8, 1820	20160127230351_00004	1820	5068316	Anastasius; or, Memoirs of a Greek: written at the close of the Eighteenth Century.	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822	Hope, Thomas	1820.0	Anastasius, or, Memoirs of a Greek; written at the close of the 18th century	2.5857459455725933							
908	Nov 22, 1862	20160127225944_00001	1862	4360232	GEORGE CRUIKSHANK'S EXHIBITION.	The London review and weekly journal of politics, society, literature and art, Aug. 16-Dec. 27, 1862	Cruikshank, George	1842.0	George Cruikshank's omnibus	2.101622222222222							
909	Mar 28, 1914	20160127192200_00007	1914	9084887	Children of the Dead End.	The Athenaeum	MacGill, Patrick	1914.0	Children of the dead end;	2.4534753696635523							
910	Aug 1800	20160127230555_00007	1800	4577825	The Works of Robert Burns; with an Account of his Life, and a Criticism on his Writings. To which are prefixed, some Observations on the Character and Condition of the Scottish Peasantry.	The Critical review, or, Annals of literature	Burns, Robert	1824.0	The works of Robert Burns ;	2.5509669211195933							
911	Dec 19, 1846	20160128001648_00002	1846	8810104	Mrs Perkins's Ball.	Examiner											
912	Dec 2, 1865	20160127191542_00003	1865	9428125	The Naval Lieutenant.	The Athenaeum	Armstrong, F. C	1865.0	The naval lieutenant	2.667575757575757							
913	May 1, 1858	20160127231108_00013	1858	5055843	PUBLICATIONS AND REPUBLICATIONS.	Leader and Saturday analyst, Jan. 7-June 30, 1860											
914	Jan 27, 1866	20160127192407_00009	1866	9428739	Alfred Hagart's Household.	The Athenaeum	Smith, Alexander	1865.0	Alfred Hagart's household	3.232727272727273							
915	Apr 1815	20160127183121_00003	1815	8261957	48. A Letter to the Right Reverend the Lord Bishop of Norwich, on some Passages in the Reports of two Speeches said to nave been addressed by his Lordship, in St. Andrew's Hall, Norwich, to the Church Missionary Association, and to the Auxiliary Bible Society.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.141054545454545							
916	Apr 14, 1888	20160127192159_00016	1888	6703735	Poems.	The Academy, 1869-1902, 0269-333X											
917	Jun 19, 1880	20160128002408_00011	1880	8618389	INDIAN FAIRY TALES.	Examiner	Stokes, Maive S. H	1879.0	Indian fairy tales	2.600967425381879							
918	Apr 1905	20160127190310_00010	1905	3187829	JOHN GRAHAM OF CLAVERHOUSE.	The Bookman	Maclaren, Ian	1907.0	Graham of Claverhouse	2.362219475546508							
919	Sep 1807	20160127191130_00009	1807	8204508	110. The Twin Sisters; or, The Advantages	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833		1807.0	The twin sisters; or, The advantages of religion	2.856666666666667							
920	Dec 9, 1848	20160127192715_00011	1848	9133513	The Diamond and the Pearl.	The Athenaeum	Gore, (Catherine Grace Frances), Mrs	1849.0	The diamond and the pearl : a novel	2.993333333333333							
921	Jan 1846	20160127192713_00002	1846	4447380	Arabian; or, the Adventures of a Colonist in New South Wales, with an Essay on the Aborigines of Australia.	Tait's Edinburgh magazine	McCombie, Thomas	1845.0	Arabin; or, The adventures of a colonist in New South Wales, with an essay on the aborigines of Australia	2.7517388888888887							
922	Sep 11, 1897	20160127190516_00005	1897	6764353	Good Mrs. Hypocrite: a Study in Self-Righteousness.	The Academy, 1869-1902, 0269-333X	Rita	1899.0	Good Mrs. Hypocrite; a study in self-righteousness	3.044834691206181							
923	May 19, 1906	20160127192159_00016	1906	6699072	The Lady of the Decoration.	The Academy, 1905-1910	Macaulay, Fannie (Caldwell)	1908.0	The lady of the decoration	2.963154574132492							
924	Jan 10, 1880	20160128005810_00002	1880	8535159	Stories from the Greek Tragedians.	Examiner	Church, Alfred John	1880.0	Stories from the Greek tragedians	3.3501037659658346							
925	Feb 22, 1868	20160128001648_00002	1868	8496444	A Sister's Story.	Examiner	Craven, Augustus	1869.0	A sister's story	2.518118045476536							
926	Sep 30, 1837	20160127191439_00002	1837	8891510	Ernest Maltravers.	The Athenaeum	Lytton, Edward Bulwer Lytton, Baron	1837.0	Ernest Maltravers	2.6900000000000004							
927	Dec 15, 1849	20160127230250_00003	1849	4980466	Windsor Castle: a Historical Romance.	Critic of books, society, pictures, music and decorative art, 1848-1849	Ainsworth, William Harrison	1863.0	Windsor castle ; an historical romance	2.3942098355545163							
928	Apr 29, 1899	20160127191441_00019	1899	6662834	THE MANDATE.	The Academy, 1869-1902, 0269-333X	Russell, T. Baron	1899.0	The mandate	2.283333333333333							
929	Oct 31, 1896	20160127191848_00004	1896	8974897	The Sealskin Cloak.	The Athenaeum	Boldrewood, Rolf	1896.0	The sealskin cloak	2.8466666666666667							
930	Jan 3, 1914	20160127191542_00003	1914	8965745	Old Mole.	The Athenaeum	Cannan, Gilbert	1914.0	Old Mole	2.1985049019607845							
931	Sep 26, 1908	20160127192053_00005	1908	8923746	Hill Rise.	The Athenaeum	Maxwell, W. B. (William Babington)	1907.0	Hill rise	2.1115300546448093							
932	May 9, 1835	20160127192157_00006	1835	8773031	Transfusion.	The Athenaeum	Godwin, William	1835.0	Transfusion	2.15							
933	Nov 3, 1838	20160127230351_00004	1838	5256312	Crotchets in the Air; or, an (Un) Scientific Account of a Balloon Trip, in a Familiar Letter to a Friend.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Poole, John	1838.0	Crotchets in the air, or, An (un) scientific account of a balloon-trip, in a familiar letter to a friend	3.3935047619047616							
934	Jan 1836	20160128003632_00009	1836	5812475	Rienzi, the Last of the Tribunes.	The Metropolitan magazine,  1833-1840	Lytton, Edward Bulwer Lytton, Baron	1842.0	Rienzi, the last of the tribunes	3.2709890109890107							
935	Dec 26, 1863	20160127192508_00001	1863	4362845	JOHN MARCHMONT'S LEGACY.	The London review of politics, society, literature, art, and science	Braddon, M. E. (Mary Elizabeth)	1865.0	John Marchmont's legacy	3.178888888888889							
936	Aug 1, 1874	20160128001855_00004	1874	8530443	TWO LITTLE WOODEN SHOES.	Examiner	Ouida	1874.0	Two little wooden shoes : a sketch	2.8334103981801357							
937	Dec 27, 1840	20160128002916_00002	1840	8613483	Robin Hood and his Merry Foresters.	Examiner	Cundall, Joseph	1842.0	Robin Hood and his merry foresters	3.439404935808364							
938	Feb 6, 1915	20160127191439_00002	1915	8977493	Rain before Seven.	The Athenaeum	Leadbitter, Eric	1920.0	Rain before seven	2.5597614442295296							
939	Dec 1912	20160127183222_00004	1912	3195294	THE MAGIC WORLD.	The Bookman	Nesbit, E. (Edith)	1912.0	The magic world	2.3342733299337075							
940	Apr 1, 1851	20160127234351_00001	1851	4967378	The Creed of Christendom; its Foundations and Superstructure By WILLIAM RATHBONE GREG.	The Critic	Greg, William R. (William Rathbone)	1851.0	The creed of Christendom; its foundations and superstructure	4.354607843137255							
941	Jul 10, 1825	20160128002058_00006	1825	8669429	Tales, by the O'Hara Family.	Examiner	Banim, John	1826.0	Tales by the O'Hara family : second series : comprising the Nowlans, and Peter of the castle	2.7714857763683347							
942	May 8, 1897	20160127231210_00002	1897	5873594	Joan Seaton.	The National observer, and British review of politics, economics, literature, science, and art	Beaumont, Mary	1912.0	Joan Seaton	2.2322580645161287							
943	Oct 8, 1859	20160127192053_00005	1859	8640223	Narrative of a Voyage to the West Indies and Mexico in the Years 1599-1602. With Maps and Illustrations.	The Athenaeum	Hall, Basil	1865.0	Narrative of a voyage to Java, China, and the great Loo-Choo island. With accounts of Sir Murray Maxwell's attack on the Chinese batteries, and of an interview with Napoleon Buonaparte, at St. Helena	2.549412915851272							
944	Jan 1806	20160127185047_00002	1806	2801265	II. MEMOIRS OF CHARLES LEE LEWES:	The Literary magazine ; or, Monthly epitome of British literature		1807.0	The memoirs of Charles Westcote, in which is introduced the History of the monk Francisco	2.1113635467980294							
945	Oct 1897	20160127183222_00004	1897	3180404	THE GADFLY.	The Bookman	Voynich, E. L. (Ethel Lillian)	1897.0	The gadfly	2.243333333333333							
946	Sep 1865	20160127193122_00012	1865	8305993	Book review	The Gentleman's Magazine: and historical review, July 1856-May 1868											
947	Nov 1800	20160127224227_00003	1800	4566046	A Tour through the Island of Man, in 1797 and 1798; comprising Sketches of its ancient and modem History, Constitution, Laws, Commerce, Agriculture, Fishery, &c. including whatever is remarkable in each Parish, its Population, Inscriptions, Registers, &c.	The Critical review, or, Annals of literature	Williams, Cynric R	1826.0	A tour through the island of Jamaica, from the Western to the eastern end in the year 1823	2.9342424242424237							
948	Feb 1838	20160127193123_00003	1838	4411094	SOME PASSAGES IN THE LIFE OF MAJOR GAHAGAN.	New monthly magazine and humorist, Jan. 1837-Dec. 1852	White, James	1834.0	Some passages in the life of Sir Frizzle Pumpkin	2.7171731949032556							
949	Dec 1801	20160127183121_00003	1801	8184614	236. A Statement of Facts relative to Mrs. Hannah More's School; occasioned by some late Misrepresentations.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833		1824.0	Statement of facts, relative to the last will of the late Mrs. Badger of Natick : which was disallowed on the final hearing	2.1503047619047617							
950	May 20, 1865	20160127192200_00007	1865	9456051	Violet Osborne.	The Athenaeum	Ponsonby, Emily	1865.0	Violet Osborne	2.397946127946128							
951	Jan 1893	20160127183121_00003	1893	3160511	HOURS IN A LIBRARY.	The Bookman											
952	Mar 7, 1903	20160127192715_00011	1903	8880587	The Wife-Sealers.	The Athenaeum											
953	Aug 1806	20160127234351_00001	1806	4811211	Art. X. Madame de Maintenon, &c. i. e. Madame de Meantenon, intended as a Supplement to the Histoty of the Duchesse de lu Val iere, by Madame de Genlis.	Monthly Review, or, Literary Journal, 1752-1825	comtesse de, Genlis, Stéphanie Félicité	1806.0	Madame de Maintenon	2.222852583959695							
954	Sep 1, 1855	20160127234700_00003	1855	4998459	PHILOSOPHY.	The Critic											
955	Oct 29, 1887	20160127183832_00011	1887	6723320	Lady Hamilton and Lord Nelson.	The Academy, 1869-1902, 0269-333X	Jeaffreson, John Cordy	1890.0	Lady Hamilton and Lord Nelson	2.98281320866608							
956	Mar 6, 1852	20160128003632_00009	1852	9440862	Bleak House.	Examiner	Dickens, Charles	1852.0	Bleak house	2.3080086580086583							
957	Sep 2, 1899	20160127182915_00001	1899	6777714	The New Topography.	The Academy, 1869-1902, 0269-333X											
958	Jun 19, 1819	20160127230351_00004	1819	5093396	The New Era; or Adventures of Julien Delmour.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Genlis, St??phanie F??licit??	1819.0	The new aera; or, Adventures of Julien Delmour: related by himself	2.5743796640141468							
959	Jan 1858	20160127230250_00003	1858	4918408	THE HIDDEN PATH.	Sharpe's London magazine of entertainment and instruction for general reading	Harland, Marion	1858.0	The hidden path	2.4925396825396824							
960	Jun 3, 1865	20160127192508_00001	1865	4369215	THE LONDON THEATRES.	The London review of politics, society, literature, art, and science											
961	Dec 11, 1847	20160128001241_00001	1847	8392642	Hawbuck Grange; or, The Sporting Adventures of Thomas Scott, Esq.	Examiner	Surtees, Robert Smith	1847.0	Hawbuck Grange : or, The sporting adventures of Thomas Scott, Esq	2.881776984126984							
962	Mar 2, 1901	20160127192611_00010	1901	8876793	The Sacred Fount.	The Athenaeum	James, Henry	1901.0	The sacred fount	2.6769230769230767							
963	Dec 9, 1899	20160127191233_00010	1899	6766347	Miranda of the Balcony.	The Academy, 1869-1902, 0269-333X	Mason, A. E. W. (Alfred Edward Woodley)	1899.0	Miranda of the balcony; a story	2.1280222322820785							
964	Mar 29, 1851	20160127231108_00013	1851	5173765	The Dreamer and the Worker; a Story of the Present Time.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Horne, R. H. (Richard H.)	1851.0	The dreamer and the worker, a story of the present time	2.8455072463768114							
965	Apr 3, 1897	20160128001241_00001	1897	6162450	The Treasure of the Humble.	The National observer, and British review of politics, economics, literature, science, and art	Maeterlinck, Maurice	1897.0	The treasure of the humble	2.8266666666666667							
966	Feb 26, 1848	20160128010435_00012	1848	8394470	The Night Side of Nature; or, Ghosts and Ghost Seers.	Examiner	Crowe, Catherine	1848.0	The night side of nature, or, Ghosts and ghost seers	2.94149010989011							
967	Apr 1836	20160127191542_00003	1836	8436873	Japhet in Search of his Father.	The Gentleman's Magazine: and historical review, July 1856-May 1868	Marryat, Frederick	1836.0	Japhet, in search of a father	2.6963117647058823							
968	Dec 24, 1898	20160127192611_00010	1898	8855040	Once upon a Time.	The Athenaeum	Davis, Richard Harding	1910.0	Once upon a time	2.4089869281045755							
969	Feb 1825	20160127234659_00002	1825	4686013	Book review	Monthly magazine, or, British regster, Feb. 1800-June 1836											
970	Dec 5, 1846	20160127192611_00010	1846	9014227	Lueretia: or, The Children of Night.	The Athenaeum	Lytton, Edward Bulwer Lytton, Baron	1846.0	Lucretia, or, The children of night	2.35671339031339							
971	Jul 25, 1903	20160127192405_00018	1903	6670621	LUCIAN THE DREAMER.	The Academy and literature, 1902-1905	Fletcher, J. S. (Joseph Smith)	1903.0	Lucian the dreamer	2.6855555555555557							
972	Jun 1869	20160127190413_00011	1869	2462631	FLOOD, FIELD, AND FOREST.	Fortnightly review, May 1865-June 1934	Rooper, George	1870.0	Flood, field and forest	2.8287331972173204							
973	Jan 14, 1826	20160127230555_00007	1826	5157956	A Legacy for Young Ladies.	The Literary chronicle	Barbauld, (Anna Letitia), Mrs	1826.0	A legacy for young ladies : consisting of miscellaneous pieces, in prose and verse	3.099209726443769							
974	Jun 1824	20160127191335_00001	1824	8281175	149. Tales of my Father and his Friends. 8vo, pp. 172. T. and G. Underwood.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833		1823.0	Tales of my father, and my friends	2.5333838383838385							
975	Jan 1802	20160127182915_00001	1802	2968136	ART. I. Cyclopedia; or a new Universal Dictionary of Arts and Sciences: formed upon a more enlarged Plan of Arrangement than the Dictionary of Mr. Chambers, comprehending the various Articles of that Work, with Additions and Improvements, together with the new Subjects of Biography, Geography, and History, and adapted to the present State of Literature and Science.	The Annual review ; or Register of literature, 1802	Hall, William Henry	1797.0	The new encyclopaedia; or, Modern universal dictionary of arts and sciences. On a new and improved plan. In which all the ... sciences are arranged into complete systems, the arts digested into distinct treatises, and philosophical subjects introduced in separate dissertations ... Including all the material information that is contained in Chambers's Cyclopaedia, the Encyclopaedia Britannica, and the French Encyclopedie	2.2715666666666667							
976	Dec 18, 1847	20160128003428_00007	1847	8494221	Henry Domville; or a Younger Son.	Examiner											
977	Jan 1804	20160127191233_00010	1804	6839441	ART. I. Account of the Life and Writings of Thomas Reid, D. D. F. R. S. Edinburgh, late Professor of Moral Philosophy in the University of Glasgow.	The Edinburgh review,  1802-1929	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	2.264824963924964							
978	Jun 16, 1900	20160127192715_00011	1900	9413152	Life's Trivial Round.	The Athenaeum	Carey, Rosa Nouchette	1900.0	Life's trivial round	2.9141125541125543							
979	Apr 1809	20160127190927_00008	1809	8184492	44. John De Lancaster. A Novel.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Cumberland, Richard	1809.0	John de Lancaster.  A novel	2.641661645027116							
980	Oct 25, 1828	20160127230453_00005	1828	5194408	Life in India; or, the English at Calcutta.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Monkland, Mrs	1828.0	Life in India; or, The English at Calcutta	3.608667810657515							
981	Jun 10, 1871	20160128010332_00014	1871	8569579	THE SONGSTRESSES OF SCOTLAND.	Examiner	Tytler, Sarah	1871.0	The songstresses of Scotland	3.043333333333333							
982	Nov 1839	20160127191130_00009	1839	8558848	Aristomenes, a Grecian Tale.2 vols.	The Gentleman's Magazine: and historical review, July 1856-May 1868	Higgins, W. Mullinger (William Mullinger)	1838.0	Aristomenes : a Grecian tale	2.9664							
983	Sep 1896	20160127183222_00004	1896	3168553	TOM GROGAN.	The Bookman	Smith, Francis Hopkinson	1896.0	Tom Grogan	2.370989010989011							
984	Dec 1801	20160127191337_00011	1801	8164837	218. The Works of the Rev. Jonathan Swift, D. D. Dean of St. Patrick's, Dublin. Arranged by Thomas Sheridan, A. M. With Notes historical and critical. A new Edition, in Nineteen Volumes; corrected and revised by John Nichols, F. S. A. Edinburgh and Perth.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Swift, Jonathan	1801.0	The works of the Rev. Jonathan Swift	2.4914522691049408							
985	Mar 1844	20160127232936_00002	1844	6195604	The Fortunes of the Falconars.	The Metropolitan magazine,  1833-1840	Gordon	1844.0	The fortunes of the Falconars	2.9322222222222223							
986	Jan 9, 1886	20160127192157_00006	1886	8884908	The Paradise of Dante Alighieri.	The Athenaeum	Dante Alighieri	1885.0	The Paradise of Dante Alighieri	3.2655555555555558							
987	Jul 25, 1863	20160127192200_00007	1863	4362522	AUSTIN ELLIOT.	The London review of politics, society, literature, art, and science	Kingsley, Henry	1863.0	Austin Elliot	2.3076315789473685							
988	Jun 16, 1866	20160127183628_00009	1866	9431502	Phemie Keller.	The Athenaeum	Riddell, J. H., Mrs	1866.0	Phemie Keller	2.5966666666666667							
989	May 1804	20160127185249_00003	1804	3901010	SKETCH OF THE LIFE AND WRITINGS oF JAMES FORDYCE, D. D.	The Monthly visitor, and new family magazine	Necker de Saussure, Albertine Adrienne	1820.0	Sketch of the life, character, and writings of Baroness de Staël-Holstein	2.2144492063492063							
990	Jul 23, 1910	20160127192407_00009	1910	9320192	Samuel the Seeker.	The Athenaeum	Sinclair, Upton	1910.0	Samuel the seeker	2.6108333333333333							
991	Oct 4, 1817	20160127234659_00002	1817	5085856	NARRATIVE of a VOYAGE to NEW ZEALAND, 1814-15.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Macdouall, John	1833.0	Narrative of a voyage to Patagonia and Terra del Fuégo : through the Straits of Magellan, in H.M.S. Adventure and Beagle, in 1826 and 1827	2.3824664224664223							
992	Jul 9, 1904	20160127192715_00011	1904	8885219	Book review	The Athenaeum											
993	Oct 22, 1825	20160127230657_00008	1825	5100047	The English in Italy, 3 vols.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Normanby, Constantine Henry Phipps	1825.0	The English in Italy	2.1961958082113124							
994	Sep 19, 1896	20160127192611_00010	1896	8937219	Fairy Tales of the Slav Peasants and Herdsmen.	The Athenaeum	Chodzko, Alexander	1896.0	Fairy tales of the Slav peasants and herdsmen	3.8166244539773952							
995	Dec 22, 1883	20160127192407_00009	1883	8859856	The Complete Works of Thomas Hood.	The Athenaeum	Hawthorne, Nathaniel	1883.0	The complete works of Nathaniel Hawthorne	2.255085150536962							
996	Jul 28, 1855	20160127183222_00004	1855	8621243	Proceedings of the Liverpool Architectural and Archaeological Society. Vol. II.	The Athenaeum		1847.0	Proceedings of the general Society of the Cincinnati	2.1163602339181287							
997	Mar 28, 1896	20160127193122_00012	1896	8837837	Kriegspiel: the War-Game.	The Athenaeum	Groome, Francis Hindes	1896.0	Kriegspiel: the war game	2.4884027777777784							
998	Mar 14, 1863	20160127191335_00001	1863	9455652	Running the Blockade.	The Athenaeum											
999	Aug 1843	20160127193123_00003	1843	4443772	MAGIC AND MESMERISM.	Tait's Edinburgh magazine		1843.0	Magic and mesmerism	2.8469230769230767							
1000	Sep 1871	20160127190413_00011	1871	2721848	The Landlord of the Sun.	The Illustrated review : a fortnightly journal of literature, science and art	Gilbert, William	1871.0	The landlord of 'The Sun,'	2.259593253968254							
1001	Jul 7, 1866	20160127192407_00009	1866	9433418	Clemency Franklin.	The Athenaeum	Keary, Annie	1866.0	Clemency Franklyn	2.125813148788928							
1002	Feb 1816	20160127224123_00002	1816	4595969	ART. 16.-Elements of Universal Geography, Ancient and Modern; containing a description of the Boundary, Extent, Division, chief Cities, Sea-ports, Bays, Gulphs, &c. of the several Countries, States, &c. of the Known World, to which are added, Historical, Classical and Mythological Notes.	The Critical review, or, Annals of literature											
