,"Topic_Num","Topic_Perc_Contrib","Keywords","possible genres","Text"
27,27,0.1983,"world, point, make, real, lie, face, close, reality, sense, identity",,"This is the 1962 Goncourt, but the French grand prix is never an assurance of popular success in this country. A better gauge would be Mrs. Langfus' first novel, The Whole Land Brimstone, which introduced the Maria of this book whose experiences in many ways resemble the author's (Polish born; the war and the loss of her family; concentration camps; the resistance; etc.) Maria now, except for the often very real presence of her dead parents and Jan, is alone in a French city, waiting, preferring the anonymity and indifference of the city streets, pursuing a """"weightless"""" existence, making meaningless acquaintances- in bars- on a park bench. One of them is an old man, Michel Caron who insists on taking her away- for her health- to a small town by the sea. She treats him diffidently, finds him ridiculous and exasperating in his humility. She is however unable to remain as deliberately uninvolved with four children who take up much of her time, and the death of one of them (a suicide) touches her. So also does M. Caron's almost fatal illness; he had sought life through her and she had only made """"death more tangible"""" than ever.... A haunted book, bleak-- blurred (a recurrent word here)- desolate, which depends for much of its effectiveness on the mood so successfully established."
76,76,0.1962,"wife, marriage, husband, life, daughter, son, friend, affair, divorce, end","domestic fiction","A seething, hollowed-out, soon-to-be-divorced actor is obsessed by his dead mother�۪s fairy tales. Laura Perry, the mother of narrator Benedick Hunter, was an American in 1960s London and a children�۪s book illustrator of some repute when she hanged herself after her handsome columnist husband left her for another woman. Benedick, nearly 40, mostly unemployed, and suspended by an emotional thread after his own novelist wife left him (with their two small children) to live with her posh publisher, stumbles again upon his mother�۪s North of Nowhere stories with their eerie, haunting illustrations. In his leisurely state of self-loathing and despair, he sets out to unearth the true story behind her suicide by following the shadowy lead of her grim fairy tales of innocent, virtuous girls lured into the dark wood (Craig acknowledges her debt to the work of Ellen Handler Spitz, Alison Lurie, and Marina Warner). His reckless quest takes him and his son Cosmo to the wilderness of the States, to New York City, and to the original woods of ���the Carolinas,�۝ where Craig can let fly her criticisms of American obesity, automatic cars, and fast food. While Benedick�۪s children are scene-stealers, the younger women in his life, including his wife and the predatory singles who call him relentlessly, are shredded maliciously. Benedick�۪s tempestuous moods are effectively, even amusingly, delineated, and despite his swampy self-pity (his successful father is ���a wicked old bastard who has never loved me�۝), the reader ends up cheering for him when he meets his charming southern cousin Rose, a dead-ringer for his mother. Disastrously, Benedick learns that he suffers from manic-depression, but his bad moods, with medication, vanish like magic���rendering most disappointing the requisite hospital ending of this neatly written emotional saga. Britisher Craig�۪s US debut is a perspicacious relationship drama, with some nicely researched academic touches for the literary set."
66,66,0.1926,"family, brother, son, daughter, child, sister, live, generation, grow, year","domestic fiction","In Haji�۪s debut novel, an Indo-Pakistani Muslim tries to balance her family�۪s traditional values and her independent nature. As the story begins, adult Saira suffers a nightmare in which ���twin plumes of smoke rise�۝ above a destroyed city and a woman is shot to death. Awake, Saira remembers growing up in California with her older sister Ameena and their moderately conservative Muslim parents. Ameena is the beauty, Saira the brains. In 1983, 14-year-old Saira makes a life-changing trip to Pakistan to attend a family wedding alone because her mother and sister refuse to attend. On the way to Pakistan she learns her mother�۪s family secret: Saira�۪s grandfather left Saira�۪s beautiful but unsophisticated grandmother, with whom he had an arranged marriage, for a young British woman, his soul mate with whom he had three children. On her way home from Pakistan, Saira stays in London with her paternal uncle�۪s family and learns another secret from her cousin Mohsin���their paternal grandfather�۪s idealistic devotion to Gandhi caused him to neglect his family. Back in California, while Ameena happily agrees to an arranged marriage, Saira becomes a mildly rebellious teen, appearing in a play without her parents�۪ knowledge. Then she goes to college, where she experiments with drinking, drugs and sex, including having a brief affair with a visiting journalist/scholar. After a break with her family that Haji, herself an Indo-Pakistani, coyly avoids explaining, Saira begins traveling the world as a journalist with now openly gay Mohsin, a photographer. She reunites with her family when her mother is dying. Ameena, who has become seriously devout, is happily married with an adorable daughter. Saira takes her widowed father back to India, where he remarries and begins to work at the clinic his father founded years earlier. After Ameena, who has begun to wear a hijab, is shot to death in the aftermath of 9/11, Saira rushes home to sort out her priorities. A welcome glimpse into a much-misunderstood culture suffers from newcomer Haji�۪s tendencies toward long-winded religious/philosophic musing."
38,38,0.1915,"love, fall, marry, meet, affair, lover, young, romance, marriage, passion","romance","Another Jaffe sorority hop, about four Radcliffe girls at college in the 1950s--a preview of the sadder/wiser women they will have become by their 20th reunion. Timid Emily Appelbaum frets about """"fitting in"""" and gazes enviously at supposedly perfect Annabel and Daphne, cool and tall and blonde and beautiful. They're not really so perfect, however. Annabel loses her good name--and Daphne's friendship--by surrendering to the back-seat advances of Harvard man Richard, a kiss-and-teller. And Daphne has epilepsy, a secret she keeps from Richard, whom she eventually marries after he at long last extricates himself from his shotgun marriage to a victimizing waitress. Finally, there's Chris--zip-tongued, honest, and summa cum laude--who falls for gorgeous Alexander in French class and only a decade later learns why Alex was such a baffling suitor, advancing and withdrawing: he's a homosexual. And what has happened by the Seventies? Well, Annabel, divorced from a Southern lush and the adoring mother of a delightful daughter, buys for Bloomingdale's. Daphne, mother of four boys and a retarded daughter, still worries about her """"imperfection."""" Chris has married Alex in spite of everything, bearing a son and bearing with Alex's predilections. And poor Emily, who wanted to be a doctor, marries one and comes through a lib crisis. All the stuff that doesn't appear in the Alumnae Bulletin--four women making do as they flounder forward, sprinkled with Fifties' recognitions and lots of flossy, glossy gossip."
15,15,0.1911,"boy, girl, young, grow, school, child, adult, parent, father, friend",,"A lyrical first novel limns a troubled coming-of-age in 1970s Manila, where deviance and difference are punished by silence or brutality. Eleven-year-old Gringo, an observant child who spends long hours watching the neighborhood from an upstairs window, narrates the story of his Manila childhood. He is perhaps too adult and perceptive for his age���but these are common failings of the genre, redeemed here by the eloquence of the writing. The family is poor and unhappy. The father, Daddy Groovie, often unemployed, dreams only of escaping to America, where his sister lives; the mother, Estrella, her feelings tightly suppressed, got married only because she was pregnant; one-year-older brother Pipo, of whom Gringo is extraordinarily protective, likes to dress in women�۪s clothes and has thrice been crowned ���Miss Unibers�۝ in childhood versions of the beauty pageant; and when he�۪s drunk, Daddy Groovie beats Pipo and Estrella while Gringo looks on helplessly. The neighbors don�۪t intervene either, Manila being a place where umbrellas are carried both in rain and sun as a means of protection from what is best neither seen nor known. Gringo has had to grow up fast: After Pipo is brutally raped by Boy Manicure, the owner of the street�۪s Beauty Parlor, Gringo helps him clean up; an older acquaintance shows Gringo the hideout where Pipo is coupling with other young gays; and when Boy is murdered by an unknown adult, Gringo confesses that it was his shorts, not Pipo�۪s, that police found on the premises. Daddy Groovie gets his visa and, once settled in the US, sends for his family, but only the boys will go: Estrella belongs in Manila. Gringo�۪s responsibilities for his brother must continue. Sometimes overwrought, but even so an evocative and subtly different take on the loss of innocence. A promising debut. "
50,50,0.1854,"dog, eye, call, time, open, stone, give, mind, reader, water",,"A stylish but slight gimmick-novel, narrated by just who the title says: a dog named Hooker, belonging to the Bard. Hooker is a spiritual dog, a dog who believes in soul--much more so, in fact, than his master, whom Hooker frankly disapproves of. (All that kowtowing to destiny's determinism!) Saddled with twins and another daughter, with the nagging and harloty Anne Hathaway as wife, the 21-year-old Will hates Stratford-on-Avon (""""a pimple"""") and yearns for the capital. He confides in his pooch: """" 'When Hathaway calls me wart, calls me warthog, calls me unweeting slops, the tough oak has my mark right. I'm as tied up here as a sabbath bonnet. I'm as pinched in my universe as her flesh is girdled. They'd have a ring in my pig's nose, my brain is as much shut up as pigeons in a pigeon house. But I'll not have it, Hooker. I'll run. I'll weigh my legs upon the London road. Someday,' he muttered."""" About his own consort, a bitch named Mart, Hooker is a little less ambivalent, a little less eloquent: """"She was aloof, a whiner, a foamer. She required frequent grooming. Required a firm hand. She was irascible, irresponsible, a diddler. She was an eye-gouger, a tail-yanker, an ear-puller, a back-sitter, a leg-chewer."""" And Rooke (Fat Woman) does well by the Elizabethan paratactics here, the Shakespearean ventriloquism--a mini-tour-de-force--while also offering the impressive construction of an inner nature for the dog Hooker: how, for instance, he'll eat anything and everything (including, like all dogs, his own vomit), yet has both conscience and a nature attracted to philosophy of sorts. But beyond this Rooke seems unable or unwilling to go; unlike the perspective in another contemporary dog-novel, Georgi Vladimov's brilliant Faithful Ruslan (1979), Hooker's dog-viewpoint leads to no story, no drama, no insight about what goes on in the world of the """"Two Feet."""" And Rooke's Shakespeare could be just another oppressed, sit-corn husband. A flashy exercise, then, verbally expert and otherwise sketchy: this dog dances on its hind-feet, in other words, but it lacks bark or bite."
2,2,0.1848,"funny, comedy, humor, comic, satire, amusing, joke, entertain, good, laugh","comedy ","Hannah's the latest in Cookson's ongoing parade of chapped-handed lasses whose vicissitudes prove that it takes true grit to scour through life's offal. Of course, women are stronger than men but at their mercy; men are, alack, Lust's fools. Take deserted Sally Boyle, for example, who in 1850 walks the streets of Newcastle, without much of a nyme, dumps childe Hannah on nice Matthew Thornton (claiming paternity) and then conveniently expires. Death is actually on Hannah's side, as you will see, but ahead of her are two wicked witches: Matthew's wife Anne, who beats her near to death and (after Matthew dies), marries her off to lumpen butcher Fred; and Hannah's mother-in-law, who goes Anne one better. Cookson readers will know that Fred's days are numbered, and sure enough, he's popped off by typhoid, leaving Hannah to join the man she's always loved--rough Ned, father of her child--and toll the bell for belie m���re. As predictable and densely adhesive as a Newcastle pasty--strictly for addicts."
46,46,0.1764,"man, violence, fight, power, death, force, fear, hate, kill, destroy",,"The Dark Island (1953), 200 years after the Romans have left it, is a thing of separate parts with only the old, blind Count of Britain, Ambrosius, the last representative of vanished power, waiting to hand on the great sword, Caliburn, to his successor-Medrodus, the low born boy he has raised, accompanies him on his wanderings in the hopes of becoming the next Count but he must stand by and witness drunken, western Artos, the Bear, acquire the sword for his own. He saves Artos' life more than once when Artos goes in search of the authority withheld by his father, Uther Pendragon, becomes his blood brother and right hand military man in his march to unify Britain and become its ruler. The battles, from defeat to success; Artos' devotion to the golden Gwenhwyfar which is not undermined by Lystra, his mistress; his escapes from wiles and stratagems which accomplish his mission; his unforgettable vengeance, after the death of Gwenhwyfar, on Lystra after she has tempted Medrodus -- and the final curtain when Medrodus is the instrument of Artos' death -- these are the germs of the Arthurian legend in all the savagery, bloody dedication and fury-doomed beginnings of a new empire. Again color and costume overshadow character but the atmosphere of the period remains."
58,58,0.1764,"town, local, farm, set, community, work, small, land, farmer, place",,"Hebert's debut novel centers around 50-year-old Howard Elman, a mill foreman in Darby, New Hampshire, who, raised a foster child, is now bricked into illiteracy and a rage he cannot articulate. Wife Elenore is a """"TV Catholic,"""" faithful to whatever televised masses come over Channel 22. Their grown daughters have moved away, one son is at the Univ. of N.H. (Howard feels the boy will be stolen from him by education), and only one child remains at home: buck-toothed, eleven-year-old Heather, who floods Howard's heart with helpless love. When the mill closes up to relocate down South, all Howard really has is a house and a 50-acre farm, land he bought with G.I. pay in 1946 and which he's kept stubbornly unworked because of his hate for his farmer foster parents: nothing grows on his land but some garden vegetables and an ever-increasing crop of junked cars. But then the neighboring spread is bought by a rich city woman, Zoe Cutter, who has plans to open a country boutique and crafts center; she's offended by Howard's unsightly surroundings and makes him an offer that's hard for an unemployed, skill-less man to turn down. By story's end, however, Howard has the last laugh. That's the plot, an old one: feisty locals beating off chic interlopers. But Hebert, in focusing upon Howard, avoids every clich̢��� of writing about inarticulate people. Each character here is minutely particular, deeply respected by the author; Hebert persuades us that in everyone there is an intelligence so sacred and strong that contests of will are the only interesting things in life; that there are no types. Nothing is harder than to write accurately and unsentimentally about characters considered (by others and even themselves) """"dumb""""--even Faulkner faltered at this--but Hebert has done it superbly."
9,9,0.1761,"woman, man, young, story, husband, life, female, live, male, feminist",,"To do justice to both feminism and fantasy of a science-fiction variety in a novel with satirical ambitions is a gutsy endeavor--depending on our suspending more than the normal quota of disbelief. Short-story writer Emshwiller (Joy in Our Cause, 1974; Verging on the Pertinent, 1989) is witty, literate, and has a powerful imagination, but this first novel never gets it all together. At first when their wives and lovers begin to change, men have no objections. In fact, they look forward to the new sexual license offered by the half-animal-half-human creatures their women seem to be turning into. But as the human women are turning into animals and birds, female animals are undergoing their own metamorphosis--in the other direction. Pooch, the heroine and a setter of impeccable lineage, is turning into a beautiful young woman who, as her mistress rapidly changes into an inarticulate snapping turtle, takes over more and more of her household's chores. Her primary concern is the baby. Pooch is also an opera lover, whose great ambition is to sing the role of Carmen. When her mistress bites the baby, Pooch and baby flee to N.Y.C. There, caught and locked in the pound, she is taken away with the other inmates, all in similar states of change, by a scientist--""""The Doctor""""--who envisions not only a way of attaining scientific fame but a chance for sexually enjoying these new creatures. Pooch escapes, falls in love with a young man, and joins a group of female vigilantes out to protect these new women, all the while taking care of the baby, who is remarkably tolerant. Men, fearing the loss of motherhood and children, try to capture the leaders of the women--Pooch is a suspect--and at the same time set up """"Motherhood"""" centers to replace what they have lost. Somehow, it all ends--happily at least for Pooch, who marries her young man and rears a handsome litter of setters. The story leaves the reader feeling as confused as the poor creatures it describes, and the point about the way men dominate women is equally lost in the swirl of fur, feather, and fin. Animal Farm or The Stepford Wives it is not."
26,26,0.1749,"money, business, make, sell, pay, rich, company, man, fortune, deal",,"The prolific, ever-readable John D. returns to the subject of unscrupulous land-development deals on the Gulf Coast; and this time he keeps things far leaner and sharper, without the emphasis on romantic/sentimental subplots that made Condominium a bit bland. . .and so widely popular. The oddly sympathetic villain here is yearning wheeler-dealer Tuck Loomis, a near-60 womanizer who has almost achieved the wealth and respectability of a full-fledged tycoon. All he needs is for one more big deal to come through: his Bernard Island scam. Loomis, you see, bought this island on the Mississippi Gulf Coast, began an elaborate (largely phony) development scheme, just waiting for the US Park Service to declare the land part of the National Seashore. And now Loomis is awaiting the trial that will determine how much the federal government will have to pay him for appropriating his land and mining his supposedly grand development-plan. While Loomis dispenses a few more bribes and gloats in anticipation, however, real-estate man Wade Rowley--whose firm handled the sales of Bernard Island plots for Loomis--realizes that many of those land-sales agreements were fraudulent. So, being a noble hero much like the one in Condominium, Wade turns his evidence over to a US attorney--despite the ragings of Wade's shady partner Bern Gibbs (a Loomis stooge). And when Loomis' desperate efforts at cover-up lead to the inadvertent murder of pathetic partner Bern, Wade does all he can to bring about Loomis' total downfall--with crucial help from one of Loomis' ex-girl. friends. MacDonald's ecology message is, again, rather heavily laid on. And one or two of the compressed subplots--e.g., the adolescent turmoil of Wade's teen-age son--seem extraneous. Overall, however, MacDonald fills out his essentially simple plot with just enough twists and just the right textures: the quirky pathos of the assorted, uncliched bad guys; the edgy touches that keep the supporting players (Wade's devoted wife, Bern's ambitious mistress) from becoming soap-opera types; the resonant ironies--like the fact that both mastermind Loomis and one of the sad bribe-takers are taking care of stroke-victim relatives. Slow to get started, tougher and darker and slighter than Condominium--but ultimately satisfying and quietly compelling."
7,7,0.1707,"day, year, memory, time, long, spend, life, live, summer, childhood",,"James Alan McPherson's new stories may lack the fury of Hue and Cry, his first, deservedly praised collection, but they are distinguished by a disarming gentleness and grace--a mellow, even wistful, attitude toward people in conflict, toward our gratings against each other. Admittedly, there are a few too many pat endings here. But--when an alcoholic black woman shows a sophisticated understanding of the white legal bureaucracy or when a man remembers what it meant to be in love (and powerless) in the fourth grade--curtains rise on some wonderfully ironic human comedies. And-in a man's glimpses of his beautiful and complicated ex-wife as she receives a community award, in the meeting of cousins whose lives have taken different, perhaps equally ill-fated directions--sadness and tenderness strike a balance that averts sentimentality. Nor does McPherson shy away from the bottom-line eloquence of brutality: a quiet post-office clerk's maiming of his girlfriend; an illiterate mechanic's murder of the employer who has humiliated him. Prismatic revelations of moments remembered, semishared, recounted to others and argued about, in these twelve stories, limn the distressingly tenuous nature of what we can ever really know and signal the welcome return of a gifted and versatile storyteller."
20,20,0.1687,"death, die, dead, ghost, leave, kill, haunt, brother, suicide, alive","ghost stories","Here's another alcoholic nightmare told against a thoroughly knowledgeable background of Mexico, the people and the customs. Geoffrey Firmin's crowded life the world around slowly cracks through drink; not even his marriage to Yvonne, loyal but loved by his step-brother, Hugh, can save him. She leaves to get a divorce, while Geoffrey finds sympathetic cronies and old friends to accompany him from one binge to another. Yvonne's return, just as Hugh is leaving, brings about a new high in Geoffrey's drinking, and a new low in his hangovers. In futile altercation with the local police, Geoffrey is killed. Through the three central characters, there is the Joycean outpour of consciousness, a diarrhoeatic total recall, in the search for the cause of their rejection of life, in their rationalization of their self-portraits, in their knowledge of their griefs, despairs, bewilderment. Their casual, veiled conversations, wandering soul searchings, are highlighted against the Mexican setting, and the effect, sometimes with a brilliance, is a delirium of phantoms. For sophisticates."
44,44,0.1657,"man, find, horse, follow, run, brother, ride, set, bring, train",,"Masterful detail of life on the Plains, in a third novel from Meyers.  The author�۪s The River Warren (1998) defied description, by genre or any other way, and this outing is much the same. It starts with a brilliant piece of horse-trading wit, mindful of Faulkner�۪s ���Spotted Horses�۝ in The Hamlet. Cocksure 14-year-old Carson Fielding visits rich rancher Magnus Yarborough to buy his first horse, and Magnus foresees a beautiful fleecing. The lad points to a roan, saying, ���I don�۪t know if I seen a more worthless animal since I been born.�۝ Is this true or not? The reader can�۪t tell���but it�۪s Magnus who gets fleeced. The uppity roan later kills Carson�۪s grandfather and when Carson tells Mom, she suggests calling an ambulance. ���I didn�۪t say hurt, Mom. I said dead. He�۪s dead. He�۪s laying out there dead.�۝ ���You did. Yes. You did say dead . . . But how do you know?�۝ ���I know dead, Mom. I�۪ve seen dead.�۝ ���I suppose you have.�۝ Faulknerian grim wit? Like Wild Bill, Meyers doesn�۪t let on what fun he has with Carson�۪s stony reasonableness. After graduation, Carson moves into his late grandfather�۪s old house and soon becomes a respected hand with horses, so much so that Magnus hires the unwilling Carson, now 26, to train three horses for him and teach his wife Rebecca how to ride. Carson and Rebecca, who�۪s a year or two older, grow closer and closer. She demands that they drive off onto far reaches of the ranch for their riding lessons. But then Meyers breaks the rules and what you expect to happen doesn�۪t happen.  Superb dialogue. And the same irony that emerges from the horse-trading emerges still more deeply from Carson in his climactic verbal face-off with Vaughn, as if about to fleece Vaughn of Rachel."
19,19,0.1629,"give, social, time, bring, prove, life, follow, attention, lack, leave",,"Both literary and lurid, Murr�۪s third novel (The Genius of the Sea, 2003 etc.) uses the perspective of an alienated soul to examine a Missouri community in the 1950s stewing in a broth of violence, sexuality, bigotry and secrets.  London-born, U.S.-based Murr stirs many extreme ingredients into the pot. He tells a tale of seething emotions, elegantly-phrased yet feverish, that�۪s surely destined to erupt in dramatic fashion. The opening serves as a prologue, in which Gerard Travers leaves his illegitimate Indian son Rajiv with his brother Haig in post-World War II London. Rajiv is smart, a talented mimic and a misfit who will be passed on to the third Travers brother Olly, cohabiting with Ruth, a romance writer in Pisgah, Mo.���except that by the time Raj arrives, Olly is dead. But Ruth befriends the boy anyway, as do the local children: Annie, whose Italian father runs the local store and might have murdered a mentally-challenged boy named Roh; fragile Lewis, Roh�۪s brother, who has become convinced���after two years in a mental hospital���that he killed Roh himself; Norah, who is attracted to Raj although he is more attracted to Annie; and creepy Alvin, who thinks mostly about sex, death and wounded animals. The parents and siblings of this group line up on either side of an extreme gender divide: Many of the men are brutish and vile (like Norah�۪s cruelly voyeuristic father) and the women bovine, lonely or borderline insane. Ruth asks repeatedly: ���Is there a single good man in the world��_?�۝ and the answer, when it eventually comes���after many, many episodes of depravity and tragedy, and considerably less innocence and hope���is a distinct Maybe. Murr�۪s impressive literary abilities are applied to a gargantuan gothic panoramic spotlit with emotional insight."
67,67,0.1244,"character, plot, set, reader, draw, scene, main, author, strong, situation",,"While this holds to the central theme of suspense, rooted inevitably in the interrelations of characters and situation, it is one of Ngaio Marsh's best yarns. When she involves the characters in romantic and peripheral interests, the story loses focus... The plot revolves around an actress beyond her first youth, bitterly resentful of losing center of attention, and going temperamental to a point of dementia when she considers herself betrayed by her producer, playwright, fellow actors, or management. What happens when, on her birthday, she feels all are in a plot against her and how each one seems involved in her strange and violent death makes absorbingly good reading-up to the point of diffused interest."
