author	latestcomp	shorttitle
Young, Al	1976.0	Sitting Pretty : a novel
Cadell, Elizabeth	1976.0	Game in diamonds
Loti, Pierre	1923.0	The marriage of Loti
Loewinsohn, Ron	1976.0	Goat dances
Kerpely, Theresa de	1976.0	Arabesque
Savage, Marc	1976.0	The light outside
Brown, Rosellen	1976.0	The autobiography of my mother
Charyn, Jerome	1976.0	Marilyn the wild : a novel
Robbins, Tom	1976.0	Even cowgirls get the blues
Bennett, John	1956.0	The night of the Great Butcher
Karapanou, Margarita	1976.0	Kassandra and the wolf
Walsh, M. M. B	1976.0	The four-colored hoop
Godden, Jon	1976.0	Ahmed and the old lady
Yankowitz, Susan	1976.0	Silent witness
Sagan, Françoise	1976.0	Lost profile
Clifton, Lucille	1976.0	Generations : a memoir
Meyer, Nicholas	1976.0	The West End horror : a posthumous memoir of John H. Watson, M.D
Beattie, Ann	1976.0	Distortions
Matray, Maria	1975.0	The liaison
Herrick, Robert	1938.0	Waste
Shulman, Irving	1976.0	The square trap
	1976.0	New writing in Israel
Kotzwinkle, William	1976.0	Doctor Rat
DeLillo, Don	1976.0	Ratner's star
Stewart, J. I. M. (John Innes Mackintosh)	1976.0	The Appleby file : detective stories
Wodehouse, P. G., (Pelham Grenville)	1975.0	The uncollected Wodehouse
Wibberley, Leonard	1976.0	One in four
Walker, Alice	1976.0	Meridian
MacCracken, Mary	1976.0	Lovey, a very special child
Philipson, Morris	1976.0	The wallpaper fox : a novel
Mojtabai, A. G	1976.0	The 400 eels of Sigmund Freud
Guy, Rosa	1976.0	Ruby : a novel
Ehrlichman, John	1976.0	The company : a novel
Ludlum, Robert	1976.0	The Gemini contenders
Nabokov, Vladimir Vladimirovich	1976.0	Details of a sunset and other stories
Dowell, Coleman	1976.0	Island people
Pearson, John	1976.0	The Bellamy saga : a novel
Plante, David	1976.0	Figures in bright air
Hunter, Evan	1976.0	The Chisholms : a novel of the journey West
Ike, Vincent Chukwuemeka	1976.0	Sunset at dawn : a novel about Biafra
Holden, Ursula	1976.0	String horses
Heyer, Georgette	1939.0	A blunt instrument
Brown, Christy	1976.0	Wild grow the lilies : an antic novel
McInerny, Ralph	1976.0	Rogerson at bay : a novel
Gaburo, Kenneth	1976.0	Privacy one : words without song, 1950-1974
Puig, Manuel	1976.0	The Buenos Aires affair : a detective novel
Weldon, Fay	1976.0	Remember me
Hauser, Marianne	1976.0	The talking room : a novel
Bryant, Will	1976.0	Blue Russell
La Mure, Pierre	1976.0	The private life of Mona Lisa
Spark, Muriel	1976.0	The takeover
Alther, Lisa	1975.0	Kinflicks : a novel
Mann, Heinrich	1932.0	The blue angel
Schwarz, Leo W. (Leo Walder)	1967.0	The Jewish caravan : great stories of twenty-five centuries
Price, Richard	1976.0	Bloodbrothers
Zeldis, Chayym	1976.0	Brothers
Ozick, Cynthia	1976.0	Bloodshed and three novellas
Drury, Allen	1976.0	A god against the gods
Asimov, Isaac	1976.0	The bicentennial man and other stories
Williams, John Alfred	1976.0	The Junior Bachelor Society
Leboyer, Frédérick	1976.0	Loving hands
Atwood, Margaret Eleanor	1976.0	Lady oracle; / [a novel]
Yates, Richard	1976.0	The Easter parade : a novel
Guest, Judith	1976.0	Ordinary people
Theroux, Paul	1976.0	The family arsenal : a novel
Agnew, Spiro T	1976.0	The Canfield decision
Drake, Albert	1976.0	The postcard mysteries & other stories
Knister, Raymond	1976.0	The first day of spring : stories and other prose
Innerhofer, Franz	1976.0	Beautiful days : a novel
Mundis, Jerrold J	1976.0	Gerhardt's children
Busch, Frederick	1976.0	Domestic particulars : a family chronicle
Engel, Marian	1976.0	Bear
Read, Piers Paul	1976.0	Polonaise : a novel
Cline, Linda	1976.0	The miracle season
Markus, Julia	1976.0	La Mora : a novel
Richards, Alun	1976.0	The former Miss Merthyr Tydfil : stories
Bennett, Hal	1976.0	Seventh heaven
Greenberg, Joanne	1976.0	Founder's praise
Moorcock, Michael	1969.0	The final programme
Harrison, Jim	1976.0	Farmer
Rosten, Leo Calvin	1976.0	O K*a*p*l*a*n! My K*a*p*l*a*n!
Rikhoff, Jean	1976.0	The Sweetwater
Uris, Leon	1976.0	Trinity
Griffiths, Arthur	1908.0	The Rome express
Narayan, R. K	1976.0	The painter of signs
Asimov, Isaac	1976.0	Murder at the ABA : a puzzle in four days and sixty scenes
Shields, Carol	1976.0	Small ceremonies : a novel
Bergman, Ingmar	1976.0	Face to face
Bermant, Chaim	1976.0	The second Mrs Whitberg : a novel
Ferron, Jacques	1976.0	Wild Roses : a story followed by a love letter
Brown, George Mackay	1976.0	The sun's net : stories
	1976.0	A Reader in library management
Oates, Joyce Carol	1976.0	Crossing the border : fifteen tales
MacLeod, Alistair	1976.0	The lost salt gift of blood
Slaughter, Carolyn	1976.0	The story of the weasel
Dick, Philip K	1976.0	Solar lottery
Waldo, Edward Hamilton	1976.0	Venus plus X
Baldwin, James	1976.0	Little man, little man : a story of childhood
Benzoni, Juliette	1976.0	Marianne and the crown of fire
Richards, David Adams	1976.0	Blood ties
Priestley, J. B. (John Boynton)	1976.0	Found, lost, found : or the English way of life
Blondal, Patricia Jenkins	1976.0	A candle to light the sun
Robinson, Leonard Wallace	1976.0	The man who loved beauty
Konecky, Edith	1976.0	Allegra Maud Goldman
Malraux, André	1976.0	The conquerors
	1976.0	Opaque shadows : and other stories from contemporary Africa
Menaker, Daniel	1976.0	Friends and relations : a collection of stories
Mrabet, Mohammed	1976.0	Harmless poisons, blameless sins
Day Lewis, C. (Cecil)	1948.0	Minute for murder
Garner, Hugh	1975.0	The legs of the lame : and other stories
Miller, Henry	1976.0	Genius and lust : a journey through the major writings of Henry Miller
Lustig, Arnošt	1976.0	Darkness casts no shadow
Nye, Robert	1976.0	Falstaff : being the Acta domini Johannis Fastolfe, or Life and valiant deeds of Sir John Faustoff, or The hundred days war, as told by Sir John Fastolf, K. G., to his secretaries, William Worcester, Stephen Scrope, Fr Brackley, Christopher Hanson, Luke Nanton, John Bussard, and Peter Basset
Kotker, Zane	1976.0	A certain man
Apple, Max	1976.0	The oranging of America, and other stories
Howatch, Joseph	1976.0	Antonio, Antonia
Haines, Pamela	1976.0	A kind of war
Sutherland, Margaret	1976.0	The love contract
Morris, Wright	1976.0	Real losses, imaginary gains
Adams, Glenda	1976.0	Lies and stories
Gibbs, Henry	1976.0	Siberian road
Roy, Gabrielle	1976.0	Enchanted summer
Buck, Pearl S. (Pearl Sydenstricker)	1973.0	Secrets of the heart : stories
Cameron, Lou	1976.0	The spirit horses
Yglesias, Rafael	1976.0	The work is innocent
Trevor, William	1976.0	The children of Dynmouth
Cussler, Clive	1976.0	Raise the Titanic]
Mewshaw, Michael	1976.0	Earthly bread
Markish, David	1976.0	A new world for Simon Ashkenazy
Troop, Elizabeth	1976.0	Woolworth madonna
Caldwell, Taylor	1976.0	Ceremony of the innocent
Machen, Arthur	1936.0	The children of the pool and other stories
Bradbury, Ray	1976.0	The small assassin
Simenon, Georges	1976.0	The hatter's phantoms
Naipaul, Seepersad	1976.0	The adventures of Gurudeva, and other stories
Disch, Thomas M	1976.0	334
Murasaki Shikibu	1976.0	The tale of Genji
Murasaki Shikibu	1976.0	The tale of Genji
Weiss, David	1976.0	The Venetian : a novel
Mills, James	1976.0	The seventh power
Newman, Charles	1976.0	There must be more to love than death : three short novels
Delany, Samuel R	1969.0	Babel-17
Angulo, Jaime de	1976.0	How the world was made
Webb, Charles Richard	1976.0	Elsinor : a novel
Sargent, Pamela	1976.0	More women of wonder : science fiction novelettes by women about women
Bourjaily, Vance Nye	1976.0	Now playing at Canterbury
	1976.0	X-1 : experimental fiction project
	1976.0	[SPEC kit on the systems function in ARL libraries
Godden, Rumer	1945.0	A fugue in time
Baron, Alexander	1976.0	Gentle folk : a novel
Street, Cecil J. C. (Cecil John Charles)	1964.0	The secret of High Eldersham
Watson, Lyall	1976.0	Gifts of unknown things
Stone, Clifford	1976.0	The great sunflower : a novel
Batchelor, David	1976.0	Brogan & sons
Wilson, Betty	1976.0	André Tom Macgregor
Mwangi, Meja	1976.0	Going down River Road
Redgrove, Peter	1976.0	The glass cottage : a nautical romance
De Vries, Peter	1976.0	I hear America swinging
Parker, Robert B	1976.0	Promised land
Simpson, Leo	1976.0	The lady and the travelling salesman : stories
Tremain, Rose	1976.0	Sadler's birthday
Jones, Mervyn	1976.0	Scenes from bourgeois life
Hodgins, Jack	1976.0	Spit Delaney's island : selected stories
Hayden, Sterling	1976.0	Voyage : a novel of 1896
Sembène, Ousmane	1974.0	Xala
Shimazaki, Tōson	1943.0	The family
Fallaci, Oriana	1976.0	Letter to a child never born
	1976.0	Learning steps : a handbook for persons working with deaf-blind children in residential settings
Luhan, Mabel Dodge	1962.0	Una and Robin
Shapiro, Sumner L	1976.0	Moment of insight : vignettes from a psychoanalytic practice
Jhabvala, Ruth Prawer	1976.0	How I became a holy mother, and other stories
Echewa, T. Obinkaram	1976.0	The land's Lord
Thomas, Edith	1976.0	Eve and the others
Goodson, Felix E	1976.0	Sweet salt
Moore, Barbara	1976.0	The fever called living
Le Guin, Ursula K	1976.0	Orsinian tales
Simenon, Georges	1976.0	Maigret and the ghost
Burgess, Anthony	1976.0	Beard's Roman women : a novel
Sutherland, Elizabeth	1976.0	Hannah hereafter
Fraser, D. M. (Donald Murray)	1976.0	Class warfare : selected fiction
Erdman, Paul Emil	1976.0	The crash of '79
Wodehouse, P. G., (Pelham Grenville)	1975.0	The world of Blandings
Smith, Jonathan	1976.0	Wilfred and Eileen
Bengis, Ingrid	1976.0	I have come here to be alone
	1976.0	Don Q : a novel
Richter, Hans Peter	1976.0	The time of the young soldiers
Gardner, John	1976.0	October light
Longrigg, Roger	1976.0	The babe in the wood
Bradbury, Malcolm	1976.0	Who do you think you are? : Stories and parodies
Norris, Leslie	1976.0	Sliding : short stories
Braine, John	1976.0	Waiting for Sheila
Masters, John	1976.0	The Himalayan concerto : a novel of adventure
Callaghan, Morley	1932.0	A broken journey : a novel
Oates, Joyce Carol	1976.0	The triumph of the spider monkey : a first-person confession by the maniac Bobbie Gotteson
Pekić, Borislav	1976.0	The time of miracles : a legend
Ėrenburg, Ilʹi︠a︡	1967.0	The life of the automobile
	1976.0	
Silverberg, Robert	1976.0	The best of Robert Silverberg
Silverberg, Robert	1976.0	The best of Robert Silverberg
Raven, Simon	1976.0	The survivors
Blackwood, Caroline	1976.0	The stepdaughter
Aldiss, Brian Wilson	1976.0	The Malacia tapestry
Vonnegut, Kurt	1976.0	Slapstick : or, Lonesome no more]
Banks, Lynne Reid	1976.0	Dark quartet : the story of the Brontës
Anand, Mulk Raj	1976.0	Confession of a lover : a novel
Caine, Jeffrey	1976.0	The cold room
Riis, Sharon	1976.0	The true story of Ida Johnson
Savard, Félix Antoine	1976.0	Master of the river
Ekwensi, Cyprian	1976.0	Survive the peace
Infante, J. Eddie	1976.0	Oh, Philippines, my Philippines : and other stories
Piercy, Marge	1976.0	Woman on the edge of time
Athar, Ikbal	1976.0	The years of their lives
	1976.0	New Irish writing : from The Irish press series
	1976.0	Edgar Allan Poe and Ambrose Bierce
	1976.0	Writings on India's partition
Farah, Nuruddin	1976.0	A naked needle
	1976.0	From Surabaya to Armageddon : Indonesian short stories
Varatarācaṉ, Mu	1974.0	The sound of the snore : a collection of short stories
	1976.0	Canadian short fiction anthology
Sreenivasan, Kasturiswami	1976.0	Devadaasi
	1976.0	Fifty classics of crime fiction, 1900-1950
	1976.0	Beynon, J. The birthday murder
Stewart, J. I. M. (John Innes Mackintosh)	1942.0	The daffodil affair
Tan, John Chor-Yong	1976.0	Birds without wings : a novel
Dickson, Gordon R	1976.0	The dragon and the George
Lucas, George	1976.0	Star wars : from the adventures of Luke Skywalker : a novel
Lee, Vernon	1927.0	For Maurice : five unlikely stories
	1976.0	Kanien'kéha' Okara'shón:'a = Mohawk stories
Lawrence, D. H. (David Herbert)	1930.0	Four short novels
Higgins, Jack	1976.0	Storm warning : a novel
Voĭnovich, Vladimir	1976.0	The life and extraordinary adventures of Private Ivan Chonkin
	1976.0	Borneo folktales and legends
Holovko, Andriĭ Vasylʹovych	1972.0	The weeds: a novel
Kot͡si͡ubynsʹkyĭ, Mykhaĭlo	1913.0	Fata morgana: a story of the peasant life and sentiments
Goonewardene, James	1976.0	The awakening of Doctor Kirthi and other stories
Fruto, Ligaya Victorio	1976.0	One rainbow for the duration
Muhammad, En. Pi	1976.0	Drift wood ; The bull
Holt, John Dominis	1976.0	Waimea summer : a novel
Petrakis, Harry Mark	1976.0	The hour of the bell : a novel of the 1821 Greek War of Independence against the Turks
	1976.0	A Night with the hants and other Alabama folk experiences
Jit-Kasem Sibunruang	1976.0	Wessandorn, the charitable prince
Nelson, Annie Greene	1976.0	After the storm : a novel
Rader, Dotson	1976.0	The dream's on me : a love story
Selby, Hubert	1976.0	The demon
Townsend, M. Edna	1976.0	Grandma's chain
Oikarinen, Peter	1976.0	Blizzard : writings and photographs
Kuclo, Marion	1976.0	The werewolf of Grosse Pointe : and other stories; a collection of myths, legends, and ghostly tales of southeastern Michigan
	1976.0	Popol vuh : the great mythological book of the ancient Maya
Bondarev, I͡Uriĭ Vasilʹevich	1976.0	The hot snow
Ellyson, Mary Holbert	1976.0	West, always west
Wentworth, Patricia	1937.0	Down under
Snow, Karen	1976.0	Willo
Anthony, Piers	1976.0	Ox
Molek, Mary	1976.0	Immigrant woman
Bradbury, Ray	1976.0	Long after midnight
Wander, Fred	1976.0	The seventh well
Davis, Kenn	1976.0	The dark side
Carnegie, James	1976.0	Wages paid
Greenlee, Sam	1976.0	Baghdad blues
Hinton-Tucker, Martha	1976.0	Jive town
Yerby, Frank	1976.0	A rose for Ana Maria : a novel
Walker, David	1976.0	Ash
Laumer, Keith	1976.0	The best of Keith Laumer
Haseltine, Florence	1976.0	Woman doctor
Goldman, William	1976.0	Magic : a novel
Ganz, Marie	1919.0	Rebels : into anarchy--and out again
Lupoff, Richard A	1976.0	Sword of the demon : a novel
Simak, Clifford D	1976.0	Shakespeare's planet
Weller, Sheila	1976.0	Hansel and Gretel in Beverly Hills : a novel
White, Suzanne	1976.0	Ladyfingers
Kafka, Franz	1924.0	Metamorphosis and other stories
	1976.0	The Best from the rest of the world : European science fiction
Lambert, Gavin	1976.0	In the night all cats are grey
Ottum, Bob	1976.0	The Tuesday blade : a novel
Vance, Jack	1976.0	Maske : Thaery
Blicker, Seymour	1976.0	The last collection
Butler, Octavia E	1976.0	Patternmaster
Quiroga, Horacio	1937.0	The decapitated chicken : and other stories
Pass, Gail	1976.0	Zoe's book : a novel
George, Franz	1976.0	Black in white
Lamb, Sebastian	1976.0	Brothers
St. John, Larry	1976.0	Hard plowin'
St. John, Larry	1976.0	Prison pluggers
Bartrand, Franklin	1976.0	Pipeline
Bond, Harlon	1976.0	Ranch house stud
George, Franz	1976.0	Tied chicken
Halman, Scott	1976.0	Cock hungry creamers
Wilson, George	1976.0	Black master
Jennings, Lyle	1976.0	Chicken trainer
Jennings, Newt	1976.0	Coach's big jock
Lawrence, Jim	1976.0	Fast, tight end
Stone, Jack	1976.0	Leather leader
Thompson, Earl	1976.0	Cum-on cowhand
West, Samuel	1976.0	Chicken trick
West, Samuel	1976.0	Lickin' lad
Amundsen, Roald	1912.0	"The South Pole : an account of the Norwegian Antarctic expedition in the ""Fram"", 1910-1912"
Farrell, James T. (James Thomas)	1976.0	The Dunne family
Campbell, John W., (John Wood), Jr	1971.0	Who goes there? : Seven tales of science-fiction
Gerrold, David	1976.0	The man who folded himself
Bell, Wade	1976.0	The North Saskatchewan River book
Gibson, Margaret	1976.0	The butterfly ward
Poverman, C. E	1976.0	The black velvet girl
Huysmans, J.-K. (Joris-Karl)	1907.0	En route
	1976.0	The Taiheiki : a chronicle of medieval Japan
Hodgson, William Hope	1918.0	The house on the borderland
Mackenzie, Compton, Sir	1915.0	Guy and Pauline
Saki	1916.0	The complete works of Saki
Saki	1916.0	The Bodley Head Saki : The unbearable Bassington : Short stories
Rhys, Jean	1967.0	Voyage in the dark
Sillitoe, Alan	1976.0	The widower's son
Curwood, James Oliver	1909.0	The gold hunters : a story of life & adventure in the Hudson Bay wilds
Bax, Martin	1976.0	The hospital ship
Woolrich, Cornell	1940.0	The bride wore black
Hobson, Anne	1903.0	In old Alabama : being the chronicles of Miss Mouse, the little Black merchant
Clark, Ann Nolan	1963.0	Medicine man's daughter
	1945.0	Fairy tales
Clark, Jacob Wendell	1976.0	In the sight of God
Kavan, Anna	1968.0	Eagles' nest : a novel
Sheppard-Jones, Elisabeth	1976.0	Stories of Wales
Nibbelink, Don D	1976.0	Picturing people
	1976.0	The Supersleuths
Whitten, Les	1976.0	Conflict of interest
Susann, Jacqueline	1976.0	Jacqueline Susann's Dolores
Fetler, Andrew	1962.0	To Byzantium : stories
Leonard, Elmore	1976.0	Swag
Murray, Gene	1976.0	Gang-bang bikers
North, Gene	1976.0	Travel leather
Pepper, Peter	1976.0	Hard driver
Thorburn, David, Ph. D	1976.0	Initiation : stories and short novels on three themes
	1976.0	Ancient hauntings
Lieberman, Herbert H	1976.0	City of the dead
	1976.0	Three short novels from Papua New Guinea
Ayers, Jane	1976.0	Bradford old and new
Nielsen, Torben	1976.0	A gallowsbird's song
Shepard, Tim	1976.0	Peaches Point
Byers, McCulloch	1976.0	The hard hat girl, power engineer : a novel
Zelazny, Roger	1976.0	My name is legion
Bova, Ben	1976.0	Millenium : a novel about people and politics in the year 1999
Cosentino, Donald	1976.0	Patterns in domeisia : the dialectics of Mende narrative performance
Bowen, Marjorie	1952.0	Kecksies and other twilight tales
Anaya, Rudolfo A	1976.0	Heart of Aztlan
Witelo	1976.0	Witelo on the principles of reflection : a critical edition and English translation with notes and commentary of Book V of Witelo's Perspectiva
Petitot, Emile Fortuné Stanislas Joseph	1917.0	The book of Dene : containing the traditions and beliefs of Chipewyan, Dogrib, Slavey, and Loucheux peoples
Evslin, Bernard	1976.0	Greeks bearing gifts : the epics of Achilles and Ulysses
Moore, Bai T	1976.0	The money doubler
Kalimugogo, Godfrey	1976.0	Trials and tribulations in Sandu's home
Kalimugogo, Godfrey	1976.0	The department
	1976.0	The Penguin book of Australian short stories
Marshall, Alan	1976.0	Wild red horses : short stories
Murnane, Gerald	1976.0	A lifetime on clouds
Joseph, M. K	1976.0	A soldier's tale
Williams, N. D	1976.0	Ikael Torass
Flather, Horace	1976.0	Thaba Rau
Peteni, R. L	1976.0	Hill of fools : a novel of the Ciskei
O'Donoghue, Bryan	1976.0	The green place
Gicheru, Mwangi	1976.0	The ivory merchant
Opoku, Kofi Ampofo	1976.0	Abidjan girl and other stories
Eshun, J. O	1976.0	The adventures of the Kapapa
Chikwe, Manubata	1976.0	Count not the dark hours
Appiah, Peggy	1976.0	A dirge too soon
Ogot, Grace	1976.0	The other woman : selected short stories
Njue, Pal N	1976.0	My lovely mother
Ndii, Ayub	1976.0	A brief assignment
Nanjala, Elizabeth	1976.0	The boyfriend
Munuhe, Kareithi	1976.0	The broken pot
Muhire, Edward	1976.0	Wake-up and open your eyes
Maillu, David G	1976.0	Dear Monika
Maillu, David G	1976.0	Dear daughter
Egbuna, Obi B	1976.0	Diary of a homeless prodigal
O'Brien, Edna	1976.0	The country girls
	1970.0	Folk tales from Korea
Thomas, Vernon	1976.0	Suddenly it's Christmas : a collection of yuletide stories
Girard, James Preston	1976.0	Changing all those changes
	1976.0	The Sun in her eyes : stories
Nantanār	1974.0	Sigh for the dawn
	1976.0	Yenan seeds and other stories
McCloskey, Mark	1976.0	The secret documents of America
Sandburg, Helga	1976.0	Children & lovers : fifteen stories
Wilden, Theodore	1976.0	To die elsewhere
Steelman, Robert J	1976.0	Portrait of a Sioux
Wallace, Sylvia	1976.0	The Fountains
Beekman, E. M	1976.0	The killing jar
Caesar, Nick	1976.0	Opposition, a novella
Calder, Robert	1976.0	The dogs : a novel
Koller, James	1976.0	If you don't like me you can leave me alone
Berman, Susan	1976.0	Driver, give a soldier a lift
Durden, Charles	1976.0	No bugles, no drums
Furst, Alan	1976.0	Your day in the barrel
Olsen, Jack	1976.0	Massy's game
Eshleman, Clayton	1976.0	The woman who saw through paradise
Jenkins, Dan	1976.0	Limo
Katz, William	1976.0	North Star crusade
Knickmeyer, Steve	1976.0	Straight
Yglesias, Helen	1976.0	Family feeling
Yglesias, Jose	1976.0	The kill price : a novel
Dyson, Edward George	1931.0	The golden shanty : short stories
Katz-Levine, Judy	1976.0	The umpire, and other masks
Hochman, Sandra	1976.0	Happiness is too much trouble : a novel
	1976.0	Fifteen selected stories
	1976.0	From these hills, from these valleys : selected fiction about western Pennsylvania
Tremblay, Robert L	1976.0	Géochimie des sols, région d'Acton = Acton area soils geochemistry
Asare, Bediako	1976.0	The stubborn
Bugnet, Georges	1976.0	The forest
	1976.0	The Truth of the Panmunjom incident
Delany, Samuel R	1976.0	Triton
Cover, Arthur Byron	1976.0	The platypus of doom and other nihilists
Saltiel, Robert	1976.0	The hobo's paradise : a glimpse into the future
Derleth, August	1971.0	Dwellers in darkness
Doyle, Arthur Conan, Sir	1930.0	The Sherlock Holmes illustrated omnibus : a facsimile of the  stories and the adventure as they were first published in the Strand magazine, London
	1976.0	The Greenlanders saga
	1976.0	Icelandic folk tales and fairy stories
	1976.0	The Animals go strange farming : a traditional folk tale
	1976.0	The Boy and the crocodile : a Gambian folk tale
Turner, Ann Warren	1976.0	Houses for the dead
Umobuarie, David O	1976.0	Black justice
Warren, Patricia Nell	1976.0	The fancy dancer
Ambler, Eric	1968.0	A coffin for Dimitrios
Cankar, Ivan	1918.0	The ward of our lady of mercy
	1976.0	Space odysseys : a new look at yesterday's futures
Folan, Lilias M	1976.0	Lilias yoga and you
Hildick, E. W. (Edmund Wallace)	1976.0	The great rabbit rip-off : a McGurk mystery
	1976.0	Magic Wanda's dynamite magic book
	1976.0	The Grace of Zen : Zen texts for meditation
Pearce, Mary Emily	1976.0	Apple tree lean down
Olson, Toby	1976.0	The life of Jesus
Ansell, Jack	1976.0	Giants
Ripley, Austin	1976.0	Minute mysteries
Sanford, Donald S	1976.0	Midway : a novel
	1976.0	Alfred Hitchcock's tales to keep you spellbound
Adams, Vera Mary	1976.0	No stranger in Paradise
	1976.0	Angels in my oven : a story workshop anthology
Katona, Edita	1976.0	Code-name Marianne : an autobiography
Howe, Fanny	1976.0	Bronte Wilde : a novel
Bruchac, Joseph	1976.0	The road to Black Mountain : a novel
Haslam, Gerald W	1976.0	Masks : a novel
Metcalf, Paul C	1976.0	The middle passage : a triptych of commodities
Condon, Richard	1976.0	The whisper of the axe : a novel
Macdonald, Ross	1976.0	The blue hammer
Bester, Alfred	1976.0	The light fantastic
Heilbrun, Carolyn G	1976.0	The question of Max
Siddons, Anne Rivers	1976.0	Heartbreak hotel
White, Patrick	1976.0	A fringe of leaves
Millar, Margaret	1976.0	Ask for me tomorrow
Forsyth, Frederick	1976.0	The shepherd
Bayer, William	1976.0	Visions of Isabelle
Benedictus, David	1976.0	The rabbi's wife
Greene, Gael	1976.0	Blue skies, no candy
Twain, Mark	1910.0	The higher animals : a Mark Twain bestiary
Winters, Nancy	1976.0	The girl on the Coca-Cola tray
Raphael, Frederic	1976.0	The glittering prizes
Sinclair, Upton	1968.0	"The coal war : a sequel to ""King Coal"""
Twain, Mark	1910.0	The unabridged Mark Twain
Twain, Mark	1910.0	The unabridged Mark Twain
Twain, Mark	1910.0	The unabridged Mark Twain
Ford, Richard	1976.0	A piece of my heart
Fox, Paula	1976.0	The widow's children
ʻAṭṭār, Farīd al-Dīn	1976.0	The Ilahi-nama : or, Book of God of Farīd al-Dīn ʻAṭṭār
Laumer, Keith	1976.0	Bolo: the annals of the Dinochrome Brigade
Steinhardt, Anne	1976.0	How to get balled in Berkeley : a historical romance of the sixties
Bester, Alfred	1976.0	Star light, star bright
	1976.0	Gemmo : a novel
	1976.0	Future power : a science fiction anthology
	1976.0	Women in Canadian literature
Roth, Henry	1962.0	Call it sleep, a novel
Ewers, Hanns Heinz	1943.0	Alraune
Diggs, Hoyle	1976.0	The black Christ
Campbell, John Wood	1971.0	Who goes there? : Seven tales of science-fiction
Simenon, Georges	1976.0	Maigret's Christmas : nine stories
Simenon, Georges	1976.0	Maigret and the apparition
Roberts, Kate	1976.0	The living sleep : a novel
Beier, Ulli	1976.0	Folklore in Melanesia : six NBC broadcasts
Simpson, George E	1976.0	Ghostboat
Lee, John A. (John Alexander)	1976.0	Soldier
Shipley, Nan	1976.0	Return to the river : a novel
Van Rjndt, Philippe	1976.0	The Tetramachus collection
Brown, Kay	1976.0	Knock ten : a novel of mining life
Knorr, Hilde	1976.0	The mystic lake
Martin, Desmond	1976.0	Many a mile
Hefley, Marti	1976.0	In His steps today
	1976.0	Winds of liberty
Steel, Danielle	1976.0	Passion's promise
Pinkwater, Daniel Manus	1976.0	Wingman
Girard, Rodolphe	1956.0	Marie Calumet
	1976.0	Arise, o mighty land! : (stories, reminiscences, letters)
Apollinaire, Guillaume	1918.0	Les Onze mille verges : or, The amorous adventures of Prince Mony Vibescu
	1976.0	The Second bedside book of strange stories
	1976.0	The Taste of fear
Jenkins, Thelma H	1976.0	John Bunyan's The holy war : [a version for today]
Cartland, Barbara	1976.0	The elusive Earl
O'Donnell, Peter	1976.0	Last day in Limbo
Gardner, John E	1974.0	The cornermen
Keane, John B	1976.0	Death be not proud and other stories
Story, Jack Trevor	1976.0	Morag's flying fortress
Willis, Ted	1975.0	The left-handed sleeper
Bayley, Barrington J	1976.0	The soul of the robot
Clarke, Anna	1976.0	The deathless and the dead
Rendell, Ruth	1976.0	The fallen curtain, and other stories
	1976.0	Prevailing spirits : a book of Scottish ghost stories
Hogg, Gil	1976.0	A smell of fraud
Bloch, Robert	1976.0	The opener of the way
Kiefer, Warren	1976.0	The Pontius Pilate papers
	1976.0	The New improved sun : an anthology of utopian science fiction
Cullen, Seamus	1976.0	Astra and Flondrix
Haldeman, Joe W	1974.0	The forever war
Gifford, Barry	1976.0	My mother's people
Tyler, Anne	1975.0	Searching for Caleb
Zelazny, Roger	1976.0	The hand of Oberon
	1976.0	The book of cats
	1976.0	Reader's digest condensed books : volume 1, 1976
	1976.0	Reader's digest condensed books : volume 2, 1976
	1976.0	Reader's digest condensed books : volume 3, 1976
	1976.0	Reader's digest condensed books : volume 4, 1976
	1976.0	Reader's digest condensed books : volume 5, 1976
Morgan, Speer	1976.0	Frog Gig, and other stories
Weingarten, Violet	1976.0	Half a marriage
Glynn, Thomas	1976.0	Temporary sanity : a novel
Cassill, R. V. (Ronald Verlin)	1976.0	Hoyt's child
Lawson, William	1976.0	Zeppelin coming down
Garrison, Jim	1976.0	The star spangled contract
Cuomo, George	1976.0	Pieces from a small bomb
Curley, Daniel	1976.0	Love in the winter : stories
Pitts, Denis	1976.0	The predator : a novel
Alonso, Juan M	1976.0	Althea, the divorce of Adam and Eve : a novel
Baker, Elliott	1976.0	Klynt's law : a novel
Saunders, John Monk	1940.0	Single lady
Gerenstain, Grigori	1976.0	The fall, and other stories
Campbell, David Watt Ian	1976.0	Flame and shadow : selected stories
Brooke, Dinah	1976.0	Death games
Ashe, Rosalind	1976.0	Moths
West, Paul	1976.0	Gala
Delius, Anthony	1976.0	Border : a novel
Why, John A	1976.0	Nice and nasty : tales
Kalitera, Aubrey	1976.0	A taste of business
Mwaura, Mike	1976.0	The circle of revenge
Gary, Romain	1976.0	The colours of the day
Simenon, Georges	1976.0	Maigret's Christmas
Queneau, Raymond	1976.0	The Sunday of life
Lehmann, Rosamond	1976.0	A sea-grape tree
Pohl, Frederik	1976.0	Man plus
Simpson, William Penrose	1976.0	South Pacific stevedore : stories by a navy dockwalloper
Brown, Christy	1976.0	Wild grow the lilies
	1976.0	Water margin
Marsh, Ngaio	1976.0	A wreath for Rivera
	1976.0	Prose and cons
